reservation_date,country_from,reserved_room_type,customer_type
8/25/2015,ESP,A,Transient-Party
8/25/2015,ESP,A,Transient-Party
8/25/2015,PRT,A,Transient-Party
8/26/2015,FRA,A,Contract
8/26/2015,PRT,D,Transient
8/26/2015,PRT,F,Contract
8/26/2015,PRT,A,Transient
8/26/2015,PRT,A,Transient
8/26/2015,PRT,A,Transient
8/26/2015,PRT,D,Transient
8/26/2015,PRT,A,Transient
8/26/2015,PRT,A,Transient
8/26/2015,ESP,A,Transient-Party
8/26/2015,ESP,A,Transient-Party
8/26/2015,PRT,A,Transient-Party
8/26/2015,NLD,A,Contract
8/26/2015,ESP,A,Transient-Party
8/26/2015,ESP,A,Transient-Party
8/26/2015,ESP,A,Transient-Party
8/26/2015,ESP,A,Transient-Party
8/26/2015,PRT,A,Transient-Party
8/26/2015,ESP,A,Transient-Party
8/26/2015,ESP,A,Transient-Party
8/26/2015,ESP,A,Transient-Party
8/26/2015,ESP,A,Transient-Party
8/26/2015,ESP,A,Transient-Party
8/26/2015,PRT,A,Transient-Party
8/26/2015,ESP,A,Transient-Party
8/26/2015,ESP,A,Transient-Party
8/26/2015,ESP,A,Transient-Party
8/26/2015,ESP,A,Transient-Party
8/26/2015,ESP,A,Transient-Party
8/26/2015,PRT,E,Transient
8/26/2015,PRT,A,Transient-Party
8/26/2015,PRT,A,Transient-Party
8/26/2015,PRT,A,Transient-Party
8/26/2015,PRT,A,Transient-Party
8/26/2015,PRT,A,Transient
8/26/2015,PRT,A,Transient-Party
8/26/2015,ESP,A,Transient-Party
8/26/2015,ESP,A,Transient-Party
8/26/2015,ESP,A,Transient-Party
8/26/2015,PRT,A,Transient-Party
8/26/2015,ESP,A,Transient-Party
8/26/2015,ESP,A,Transient-Party
8/26/2015,ESP,A,Transient-Party
8/26/2015,ESP,A,Transient-Party
8/26/2015,ESP,A,Transient-Party
8/26/2015,AUT,A,Contract
8/26/2015,ESP,A,Transient-Party
8/26/2015,ESP,A,Transient
8/26/2015,ESP,A,Transient
8/26/2015,PRT,A,Contract
8/26/2015,PRT,A,Transient
8/26/2015,ESP,A,Contract
8/26/2015,ITA,A,Transient
8/26/2015,PRT,A,Transient
8/26/2015,PRT,A,Transient
8/26/2015,PRT,A,Transient
8/27/2015,FRA,F,Transient
8/27/2015,PRT,A,Contract
8/27/2015,PRT,E,Transient
8/27/2015,NLD,A,Contract
8/27/2015,PRT,A,Contract
8/27/2015,ESP,A,Contract
8/27/2015,ITA,A,Transient
8/27/2015,FRA,A,Transient
8/27/2015,FRA,A,Transient
8/27/2015,PRT,A,Transient
8/27/2015,PRT,A,Contract
8/27/2015,PRT,B,Transient
8/27/2015,PRT,B,Transient
8/27/2015,ISR,A,Transient
8/27/2015,PRT,A,Transient
8/28/2015,PRT,A,Contract
8/28/2015,PRT,B,Transient
8/28/2015,PRT,A,Transient
8/28/2015,PRT,A,Contract
8/28/2015,PRT,B,Transient
8/28/2015,FRA,A,Transient
8/28/2015,PRT,A,Contract
8/28/2015,FRA,A,Contract
8/28/2015,PRT,A,Contract
8/28/2015,GBR,D,Transient
8/28/2015,PRT,F,Contract
8/28/2015,PRT,A,Transient
8/28/2015,FRA,A,Contract
8/28/2015,FRA,A,Transient
8/28/2015,PRT,A,Transient
8/28/2015,ITA,A,Contract
8/28/2015,FRA,A,Transient
8/28/2015,PRT,A,Contract
8/29/2015,GBR,F,Contract
8/29/2015,PRT,A,Transient
8/29/2015,PRT,A,Contract
8/29/2015,DEU,A,Contract
8/29/2015,PRT,A,Contract
8/29/2015,PRT,A,Transient-Party
8/29/2015,PRT,A,Transient
8/29/2015,PRT,A,Contract
8/29/2015,PRT,F,Transient-Party
8/29/2015,PRT,A,Transient
8/29/2015,PRT,A,Transient
8/29/2015,PRT,A,Contract
8/29/2015,AGO,A,Transient
8/29/2015,PRT,A,Transient
8/29/2015,PRT,A,Transient
8/29/2015,PRT,F,Contract
8/29/2015,FRA,A,Contract
8/29/2015,ITA,A,Transient-Party
8/29/2015,ITA,A,Transient-Party
8/29/2015,ITA,A,Transient-Party
8/29/2015,AUT,A,Contract
8/29/2015,ITA,A,Transient-Party
8/29/2015,ITA,A,Transient-Party
8/29/2015,ITA,A,Transient-Party
8/29/2015,ITA,A,Transient-Party
8/29/2015,ITA,A,Transient-Party
8/29/2015,ITA,A,Transient-Party
8/29/2015,ITA,A,Transient-Party
8/29/2015,ITA,A,Transient-Party
8/29/2015,ITA,A,Transient-Party
8/29/2015,ITA,A,Transient-Party
8/29/2015,ITA,A,Transient-Party
8/29/2015,ITA,A,Transient-Party
8/29/2015,ITA,A,Transient-Party
8/29/2015,ITA,A,Transient-Party
8/29/2015,ITA,A,Transient-Party
8/29/2015,ITA,A,Transient-Party
8/29/2015,ITA,A,Transient-Party
8/29/2015,ITA,A,Transient-Party
8/29/2015,ESP,A,Contract
8/29/2015,ITA,A,Transient-Party
8/29/2015,FRA,A,Contract
8/29/2015,ITA,A,Transient-Party
8/29/2015,ITA,A,Transient-Party
8/29/2015,ITA,A,Transient-Party
8/29/2015,ITA,A,Transient-Party
8/29/2015,PRT,A,Transient
8/29/2015,ESP,E,Transient
8/29/2015,PRT,F,Contract
8/29/2015,PRT,A,Transient
8/29/2015,PRT,A,Transient
8/29/2015,PRT,A,Transient
8/29/2015,AUS,A,Transient
8/29/2015,PRT,A,Contract
8/29/2015,PRT,D,Transient
8/30/2015,PRT,A,Transient
8/30/2015,PRT,D,Transient
8/30/2015,PRT,A,Transient
8/30/2015,ISR,A,Transient-Party
8/30/2015,PRT,D,Transient
8/30/2015,PRT,A,Contract
8/30/2015,PRT,D,Transient
8/30/2015,ISR,A,Transient-Party
8/30/2015,PRT,A,Transient-Party
8/30/2015,ISR,A,Transient-Party
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,ESP,A,Transient
8/30/2015,PRT,A,Transient
8/30/2015,BEL,A,Contract
8/30/2015,BEL,A,Contract
8/30/2015,ESP,D,Transient
8/30/2015,PRT,A,Transient
8/30/2015,FRA,A,Contract
8/31/2015,PRT,A,Transient
8/31/2015,PRT,A,Transient
8/31/2015,PRT,A,Transient
8/31/2015,PRT,A,Transient
8/31/2015,FRA,D,Transient
8/31/2015,ITA,A,Transient
8/31/2015,ISR,A,Transient-Party
8/31/2015,PRT,A,Transient-Party
8/31/2015,ISR,A,Transient-Party
8/31/2015,ISR,A,Transient-Party
8/31/2015,PRT,A,Transient
8/31/2015,ISR,A,Transient-Party
8/31/2015,ISR,A,Transient-Party
8/31/2015,ISR,A,Transient-Party
8/31/2015,PRT,A,Transient-Party
8/31/2015,ISR,A,Transient-Party
8/31/2015,ISR,A,Transient
8/31/2015,ISR,A,Transient-Party
8/31/2015,ISR,A,Transient-Party
8/31/2015,ISR,A,Transient-Party
8/31/2015,PRT,A,Transient-Party
8/31/2015,ISR,A,Transient-Party
8/31/2015,ISR,A,Transient-Party
8/31/2015,ISR,A,Transient-Party
8/31/2015,ISR,A,Transient-Party
8/31/2015,ISR,A,Transient-Party
8/31/2015,VEN,F,Contract
8/31/2015,PRT,A,Transient-Party
8/31/2015,AUS,A,Contract
8/31/2015,ISR,A,Transient-Party
8/31/2015,ISR,A,Transient-Party
8/31/2015,ESP,A,Transient
8/31/2015,ISR,A,Transient-Party
8/31/2015,ISR,A,Transient-Party
8/31/2015,PRT,A,Transient-Party
8/31/2015,PRT,A,Transient
8/31/2015,GBR,A,Transient
8/31/2015,RUS,A,Transient
8/31/2015,FRA,A,Transient
8/31/2015,NLD,A,Transient
8/31/2015,PRT,A,Contract
8/31/2015,ITA,F,Contract
8/31/2015,PRT,A,Contract
8/31/2015,PRT,A,Group
8/31/2015,DEU,A,Transient
8/31/2015,BEL,A,Contract
8/31/2015,FRA,A,Contract
8/31/2015,NLD,A,Transient
8/31/2015,PRT,A,Transient
8/31/2015,DEU,A,Transient
8/31/2015,PRT,A,Contract
8/31/2015,PRT,A,Transient
8/31/2015,DEU,A,Transient
8/31/2015,ITA,A,Transient
8/31/2015,FRA,A,Transient
8/31/2015,ESP,A,Transient
8/31/2015,DEU,A,Transient
8/31/2015,ITA,A,Transient
9/1/2015,DEU,A,Contract
9/1/2015,PRT,A,Transient
9/1/2015,PRT,A,Transient
9/1/2015,PRT,A,Transient
9/1/2015,PRT,A,Transient
9/1/2015,PRT,A,Contract
9/1/2015,PRT,A,Transient
9/1/2015,ESP,E,Transient
9/1/2015,BEL,A,Transient
9/1/2015,ESP,E,Transient
9/1/2015,PRT,F,Contract
9/1/2015,PRT,A,Transient
9/1/2015,PRT,A,Contract
9/1/2015,ITA,A,Contract
9/1/2015,PRT,B,Transient-Party
9/1/2015,ITA,B,Transient-Party
9/1/2015,FRA,A,Transient
9/1/2015,DEU,A,Transient
9/1/2015,DEU,A,Transient
9/1/2015,PRT,A,Contract
9/1/2015,AUT,A,Transient
9/1/2015,ESP,A,Contract
9/1/2015,FRA,A,Contract
9/1/2015,PRT,A,Transient
9/1/2015,PRT,A,Contract
9/1/2015,ITA,A,Transient
9/1/2015,DEU,G,Transient
9/1/2015,PRT,A,Contract
9/1/2015,FRA,A,Contract
9/1/2015,PRT,A,Contract
9/1/2015,ESP,A,Contract
9/1/2015,ESP,A,Transient
9/1/2015,CHN,A,Contract
9/1/2015,ESP,A,Transient
9/2/2015,PRT,A,Transient
9/2/2015,CN,A,Transient
9/2/2015,PRT,D,Contract
9/2/2015,ESP,A,Contract
9/2/2015,TWN,A,Transient
9/2/2015,NLD,A,Transient
9/2/2015,PRT,D,Transient
9/2/2015,FRA,A,Transient
9/2/2015,DEU,A,Transient
9/2/2015,ESP,A,Transient-Party
9/2/2015,PRT,A,Transient
9/2/2015,PRT,A,Transient
9/2/2015,PRT,A,Contract
9/2/2015,PRT,A,Transient
9/2/2015,FRA,A,Group
9/2/2015,IRN,A,Transient
9/2/2015,RUS,A,Contract
9/2/2015,PRT,A,Transient
9/2/2015,AUS,D,Contract
9/2/2015,ITA,A,Transient
9/2/2015,BRA,A,Transient-Party
9/2/2015,BRA,A,Transient
9/2/2015,BRA,A,Transient-Party
9/2/2015,PRT,A,Transient
9/2/2015,PRT,A,Transient-Party
9/2/2015,ESP,A,Transient-Party
9/2/2015,BRA,A,Transient-Party
9/2/2015,BRA,A,Transient-Party
9/2/2015,ITA,A,Transient
9/2/2015,BRA,A,Transient-Party
9/2/2015,BRA,A,Transient-Party
9/2/2015,PRT,A,Transient-Party
9/2/2015,BRA,A,Transient-Party
9/2/2015,BRA,A,Transient-Party
9/2/2015,NLD,A,Transient
9/2/2015,ITA,A,Transient
9/2/2015,BRA,A,Transient-Party
9/2/2015,BRA,A,Transient-Party
9/2/2015,TWN,A,Transient
9/2/2015,DEU,A,Transient
9/2/2015,PRT,A,Transient
9/2/2015,FRA,A,Transient
9/2/2015,FRA,E,Transient
9/3/2015,PRT,F,Contract
9/3/2015,ITA,A,Contract
9/3/2015,FRA,A,Transient
9/3/2015,PRT,F,Transient
9/3/2015,FRA,A,Transient
9/3/2015,PRT,D,Contract
9/3/2015,PRT,F,Transient
9/3/2015,PRT,A,Contract
9/3/2015,SWE,A,Contract
9/3/2015,BEL,A,Contract
9/3/2015,ESP,D,Transient
9/3/2015,ESP,D,Transient
9/3/2015,SWE,A,Contract
9/3/2015,AGO,A,Transient-Party
9/3/2015,PRT,A,Contract
9/3/2015,NLD,A,Transient
9/3/2015,PRT,A,Contract
9/3/2015,CHN,A,Transient
9/3/2015,PRT,A,Contract
9/3/2015,DEU,A,Contract
9/3/2015,PRT,D,Contract
9/3/2015,AGO,F,Contract
9/3/2015,MEX,A,Transient
9/3/2015,ESP,A,Contract
9/3/2015,ESP,A,Contract
9/3/2015,NOR,A,Transient
9/3/2015,SWE,A,Transient
9/3/2015,FRA,A,Transient
9/3/2015,PRT,A,Transient
9/3/2015,ESP,A,Transient
9/3/2015,PRT,A,Contract
9/3/2015,ITA,A,Contract
9/3/2015,FRA,A,Contract
9/3/2015,ESP,A,Contract
9/3/2015,PRT,A,Contract
9/3/2015,PRT,A,Contract
9/3/2015,PRT,D,Contract
9/3/2015,AGO,A,Transient
9/4/2015,ITA,A,Transient-Party
9/4/2015,PRT,A,Transient
9/4/2015,DEU,A,Transient
9/4/2015,ITA,A,Transient-Party
9/4/2015,ITA,A,Transient-Party
9/4/2015,ITA,A,Transient-Party
9/4/2015,PRT,A,Contract
9/4/2015,AGO,F,Transient
9/4/2015,ITA,A,Transient-Party
9/4/2015,PRT,A,Transient-Party
9/4/2015,PRT,A,Transient-Party
9/4/2015,PRT,A,Transient
9/4/2015,ITA,A,Transient-Party
9/4/2015,PRT,A,Transient-Party
9/4/2015,NLD,A,Contract
9/4/2015,ESP,A,Contract
9/4/2015,ITA,A,Transient-Party
9/4/2015,PRT,A,Transient-Party
9/4/2015,PRT,A,Transient-Party
9/4/2015,PRT,A,Transient-Party
9/4/2015,PRT,E,Transient
9/4/2015,PRT,A,Transient-Party
9/4/2015,PRT,A,Transient-Party
9/4/2015,PRT,A,Transient-Party
9/4/2015,PRT,A,Transient-Party
9/4/2015,PRT,A,Transient-Party
9/4/2015,ITA,A,Transient-Party
9/4/2015,PRT,A,Transient-Party
9/4/2015,FRA,A,Contract
9/4/2015,GBR,A,Contract
9/4/2015,PRT,A,Transient-Party
9/4/2015,PRT,A,Transient-Party
9/4/2015,PRT,A,Transient-Party
9/4/2015,PRT,A,Transient-Party
9/4/2015,PRT,A,Transient-Party
9/4/2015,PRT,A,Transient-Party
9/4/2015,PRT,A,Transient-Party
9/4/2015,PRT,A,Transient-Party
9/4/2015,ITA,A,Transient-Party
9/4/2015,PRT,A,Transient
9/4/2015,PRT,A,Transient-Party
9/4/2015,PRT,A,Transient-Party
9/4/2015,KOR,A,Contract
9/4/2015,PRT,A,Contract
9/4/2015,PRT,A,Transient-Party
9/4/2015,TUR,A,Contract
9/4/2015,DEU,A,Transient
9/4/2015,ITA,A,Transient-Party
9/4/2015,PRT,A,Transient-Party
9/4/2015,ITA,A,Transient-Party
9/4/2015,PRT,D,Transient
9/4/2015,ITA,A,Transient-Party
9/4/2015,FRA,A,Transient-Party
9/4/2015,AUT,A,Transient
9/4/2015,SWE,A,Transient-Party
9/4/2015,ESP,A,Transient
9/4/2015,PRT,D,Contract
9/4/2015,PRT,A,Contract
9/4/2015,IRL,A,Transient
9/4/2015,ESP,A,Transient
9/4/2015,PRT,A,Contract
9/4/2015,IRL,A,Transient
9/4/2015,FRA,A,Transient-Party
9/4/2015,FRA,A,Transient
9/4/2015,PRT,A,Contract
9/4/2015,NLD,A,Transient
9/4/2015,IRL,A,Transient
9/4/2015,PRT,A,Transient
9/4/2015,FRA,D,Transient
9/4/2015,NOR,A,Transient
9/4/2015,FRA,D,Transient
9/4/2015,PRT,A,Transient
9/4/2015,PRT,A,Transient
9/4/2015,PRT,A,Contract
9/5/2015,AUT,A,Transient
9/5/2015,PRT,A,Group
9/5/2015,FRA,A,Contract
9/5/2015,USA,A,Contract
9/5/2015,ESP,A,Transient
9/5/2015,ESP,A,Transient
9/5/2015,PRT,A,Group
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Contract
9/5/2015,PRT,A,Group
9/5/2015,PRT,A,Contract
9/5/2015,USA,A,Transient
9/5/2015,PRT,E,Transient
9/5/2015,AUT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,ESP,F,Transient
9/5/2015,NOR,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,GBR,A,Contract
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,GBR,A,Contract
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,ESP,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,GBR,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,CHE,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient
9/5/2015,BLR,A,Transient
9/5/2015,FRA,F,Contract
9/5/2015,BRA,A,Transient
9/5/2015,ESP,F,Contract
9/5/2015,PRT,A,Contract
9/5/2015,LUX,F,Transient
9/5/2015,ITA,A,Contract
9/5/2015,NOR,A,Transient
9/5/2015,ESP,F,Contract
9/5/2015,SWE,A,Contract
9/5/2015,ESP,F,Contract
9/5/2015,ESP,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,ESP,A,Transient-Party
9/5/2015,ESP,A,Transient-Party
9/5/2015,ESP,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,ESP,A,Transient-Party
9/5/2015,TUN,A,Transient
9/5/2015,ESP,A,Transient-Party
9/5/2015,ESP,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,ESP,A,Transient-Party
9/5/2015,ESP,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,FRA,A,Transient
9/5/2015,ESP,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,ESP,A,Transient-Party
9/5/2015,ESP,A,Transient-Party
9/5/2015,TUN,A,Transient
9/5/2015,ESP,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,ESP,A,Transient-Party
9/5/2015,ESP,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,ESP,A,Transient-Party
9/5/2015,ESP,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,ESP,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,ESP,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,ESP,A,Transient-Party
9/5/2015,FRA,A,Contract
9/5/2015,ROU,D,Transient
9/5/2015,ESP,A,Contract
9/5/2015,ESP,A,Transient
9/5/2015,PRT,A,Contract
9/5/2015,PRT,D,Transient
9/5/2015,PRT,A,Transient
9/5/2015,PRT,A,Transient-Party
9/5/2015,ESP,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,PRT,A,Transient-Party
9/5/2015,DEU,A,Transient
9/6/2015,FRA,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,FRA,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,ROU,A,Transient
9/6/2015,ITA,A,Transient
9/6/2015,ESP,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,FRA,A,Transient-Party
9/6/2015,FRA,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,FRA,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,FRA,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,FRA,A,Transient-Party
9/6/2015,FRA,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,FRA,A,Transient-Party
9/6/2015,FRA,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,FRA,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,FRA,A,Transient-Party
9/6/2015,FRA,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,FRA,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,FRA,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,FRA,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,FRA,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,FRA,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,FRA,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,FRA,A,Transient-Party
9/6/2015,FRA,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,ESP,A,Transient-Party
9/6/2015,FRA,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,PRT,A,Transient-Party
9/6/2015,FRA,D,Transient
9/6/2015,AUT,A,Transient
9/6/2015,ESP,A,Transient
9/6/2015,FRA,D,Transient
9/6/2015,FRA,D,Transient
9/6/2015,DEU,A,Transient
9/6/2015,GBR,A,Transient
9/6/2015,CHE,A,Group
9/6/2015,AUT,A,Transient
9/6/2015,CHE,A,Transient
9/6/2015,MAR,A,Transient
9/7/2015,MEX,A,Contract
9/7/2015,PRT,A,Transient
9/7/2015,PRT,D,Transient
9/7/2015,PRT,A,Transient
9/7/2015,GBR,A,Contract
9/7/2015,PRT,A,Transient
9/7/2015,PRT,A,Transient
9/7/2015,PRT,A,Contract
9/7/2015,PRT,A,Contract
9/7/2015,PRT,A,Transient
9/7/2015,PRT,A,Contract
9/7/2015,PRT,A,Contract
9/7/2015,USA,A,Contract
9/7/2015,NLD,A,Group
9/7/2015,PRT,A,Transient
9/7/2015,PRT,A,Transient
9/7/2015,POL,A,Contract
9/7/2015,PRT,A,Contract
9/7/2015,ESP,A,Contract
9/7/2015,USA,A,Transient
9/7/2015,ESP,A,Contract
9/7/2015,PRT,A,Contract
9/7/2015,PRT,A,Transient
9/7/2015,BEL,A,Contract
9/7/2015,BRA,A,Transient
9/7/2015,PRT,A,Transient
9/7/2015,CHN,A,Transient
9/7/2015,PRT,A,Transient
9/7/2015,PRT,A,Transient
9/7/2015,PRT,A,Transient
9/7/2015,BEL,A,Contract
9/7/2015,SWE,A,Transient
9/7/2015,VEN,A,Transient
9/7/2015,BEL,A,Contract
9/7/2015,BEL,A,Transient
9/7/2015,FRA,A,Contract
9/7/2015,ESP,A,Contract
9/7/2015,BEL,F,Transient
9/7/2015,PRT,A,Transient
9/7/2015,PRT,A,Contract
9/7/2015,PRT,A,Contract
9/7/2015,PRT,A,Transient
9/7/2015,PRT,A,Transient
9/7/2015,PRT,A,Contract
9/7/2015,PRT,D,Transient
9/7/2015,PRT,A,Transient
9/7/2015,ESP,A,Transient
9/7/2015,FRA,A,Contract
9/7/2015,NLD,D,Transient
9/7/2015,GBR,A,Contract
9/7/2015,PRT,A,Transient
9/7/2015,SWE,A,Transient
9/7/2015,PRT,A,Transient
9/7/2015,ESP,A,Transient
9/7/2015,PRT,A,Transient
9/7/2015,FRA,A,Contract
9/7/2015,ITA,F,Contract
9/7/2015,CHE,A,Transient
9/7/2015,GBR,A,Transient
9/7/2015,PRT,A,Contract
9/8/2015,PRT,A,Transient
9/8/2015,ESP,A,Transient
9/8/2015,PRT,A,Transient
9/8/2015,PRT,A,Transient
9/8/2015,FRA,A,Transient
9/8/2015,PRT,A,Transient
9/8/2015,PRT,A,Transient
9/8/2015,AUS,A,Contract
9/8/2015,ESP,A,Contract
9/8/2015,PRT,A,Transient
9/8/2015,AGO,A,Transient
9/8/2015,PRT,A,Contract
9/8/2015,PRT,A,Transient
9/8/2015,PRT,D,Transient
9/8/2015,PRT,A,Transient-Party
9/8/2015,PRT,A,Transient
9/8/2015,USA,A,Transient
9/8/2015,PRT,A,Transient-Party
9/8/2015,PRT,A,Transient
9/8/2015,PRT,A,Contract
9/8/2015,JPN,D,Transient
9/8/2015,PRT,D,Transient
9/8/2015,PRT,A,Transient
9/8/2015,PRT,A,Contract
9/8/2015,ESP,A,Contract
9/8/2015,IRL,A,Transient
9/8/2015,PRT,A,Transient
9/8/2015,PRT,A,Transient
9/8/2015,ESP,A,Contract
9/8/2015,PRT,A,Contract
9/8/2015,ESP,D,Transient
9/8/2015,PRT,A,Transient
9/8/2015,PRT,B,Transient
9/8/2015,PRT,F,Contract
9/8/2015,GBR,A,Contract
9/8/2015,PRT,A,Transient
9/8/2015,PRT,A,Transient
9/8/2015,PRT,A,Transient
9/8/2015,FRA,D,Transient
9/8/2015,PRT,A,Transient
9/8/2015,PRT,A,Transient
9/8/2015,NOR,A,Transient
9/8/2015,PRT,B,Transient
9/8/2015,GBR,A,Contract
9/8/2015,CHE,A,Transient
9/8/2015,PRT,A,Transient
9/8/2015,ITA,D,Transient
9/8/2015,FRA,A,Contract
9/8/2015,FRA,A,Transient
9/8/2015,PRT,A,Transient
9/8/2015,DEU,A,Transient
